user_id,added_date,added_timestamp,car_id
c03dcfa7-04e5-4eb7-8f6a-766957d1568c,2025-03-31,2025-03-31 20:52:05.000+0000,6b7a75a2-3fae-4581-bef0-aa4883b84a8e
de9ac0ed-319e-4ac0-bb66-e26524c42bdb,2025-03-27,2025-03-27 12:08:51.000+0000,def43db6-7b05-4ef0-985f-898d099aba93
b8b86974-00b8-4153-ba31-e2471b42e66b,2025-03-30,2025-03-30 23:24:31.000+0000,1d86331a-58b2-4db7-9bfb-fc99dac62cf1
b8b86974-00b8-4153-ba31-e2471b42e66b,2025-03-30,2025-03-30 17:12:37.000+0000,ab154020-79c8-4e8e-a6a6-1f795a2e136a
de9ac0ed-319e-4ac0-bb66-e26524c42bdb,2025-04-09,2025-04-09 13:51:35.000+0000,3ccf45c2-9a07-447b-b0d5-7f6294462f4e
7547daca-ef67-4bb0-bdb3-00c132442233,2025-03-31,2025-03-31 20:29:07.000+0000,a3e981a5-e8a7-4154-b735-6b7396866ecb
f85259c1-4f26-4e8e-b10b-78c89f90b40a,2025-04-14,2025-04-14 10:58:35.000+0000,507739c1-dca2-47ab-9a4b-3c263b7cc7de
8d26bf52-ef6e-41cb-851e-35d89f7265da,2025-03-27,2025-03-27 09:42:05.000+0000,f3a62b14-5dba-49ed-a807-14e94bba683b
d69ad319-f035-4216-840e-4bb082340673,2025-04-25,2025-04-25 20:58:33.000+0000,4ac7a08d-9437-42dd-b39c-d1cc43b1e873
baf8ad1c-280d-4c55-9b11-839b94058999,2025-03-26,2025-03-26 03:59:48.000+0000,0f110ed0-8393-4152-b903-7101af129c9e
3fe357b3-9b47-4f1d-9a20-b7bcd2083310,2025-04-21,2025-04-21 20:48:38.000+0000,d5b26d37-9ac7-4263-a5c8-aa1614f09d70
c71cf3b3-45b4-4b6d-ad35-747a9eded3e8,2025-04-14,2025-04-14 08:39:05.000+0000,583c64ea-5f37-42b7-a6d1-cd4e9d2a6800
d14b281b-e23e-4c35-9f6e-c2a4485e8399,2025-04-02,2025-04-02 15:01:46.000+0000,0a8e38df-d96c-4528-94f9-50fceeea2d23
8a1be363-9332-42f1-83db-fadc46b6b54a,2025-04-20,2025-04-20 16:25:27.000+0000,2ea35ec9-d2cb-49ad-9f68-6238cec741ab
f85259c1-4f26-4e8e-b10b-78c89f90b40a,2025-04-09,2025-04-09 19:29:17.000+0000,c9a8c48b-a9e0-4c1f-82d8-98a00414b7ce
fa6d9e9d-c992-4415-891a-5d2a52a1d09b,2025-04-09,2025-04-09 22:53:54.000+0000,f05f7cd9-2f2d-40fb-a5d8-9a9dbecc78a0
3fe357b3-9b47-4f1d-9a20-b7bcd2083310,2025-04-10,2025-04-10 10:49:36.000+0000,c1761148-5456-403d-b3d6-33d4c1f93784
6635e9b6-ab2c-405e-a332-0a38c3938fb3,2025-03-30,2025-03-30 14:56:47.000+0000,924e945d-a1f1-4b08-819f-151800bcbf75
f85259c1-4f26-4e8e-b10b-78c89f90b40a,2025-04-17,2025-04-17 10:08:03.000+0000,d9d9cbfb-1d23-484a-8de4-6e2e3fc07149
7036b275-43d9-490a-b83d-535f49746a10,2025-04-05,2025-04-05 05:50:53.000+0000,4db4fd7a-be1f-4154-9920-ea9ba87a9dbf
c59e71cd-a270-4a8b-b79e-7176122b9ced,2025-04-09,2025-04-09 10:15:32.000+0000,06ff0831-9179-40ea-a367-eeb2582b73e1
3fe357b3-9b47-4f1d-9a20-b7bcd2083310,2025-03-30,2025-03-30 14:37:38.000+0000,d5b26d37-9ac7-4263-a5c8-aa1614f09d70
c03dcfa7-04e5-4eb7-8f6a-766957d1568c,2025-04-25,2025-04-25 19:14:56.000+0000,8ecff57a-ec5d-4f35-b7b9-74765bb78074
de9ac0ed-319e-4ac0-bb66-e26524c42bdb,2025-04-13,2025-04-13 23:24:16.000+0000,3ccf45c2-9a07-447b-b0d5-7f6294462f4e
7547daca-ef67-4bb0-bdb3-00c132442233,2025-04-23,2025-04-23 12:26:02.000+0000,a3e981a5-e8a7-4154-b735-6b7396866ecb
b8b86974-00b8-4153-ba31-e2471b42e66b,2025-04-02,2025-04-02 14:23:44.000+0000,ab154020-79c8-4e8e-a6a6-1f795a2e136a
8a1be363-9332-42f1-83db-fadc46b6b54a,2025-04-05,2025-04-05 13:32:14.000+0000,2ea35ec9-d2cb-49ad-9f68-6238cec741ab
8d26bf52-ef6e-41cb-851e-35d89f7265da,2025-04-22,2025-04-22 10:02:08.000+0000,393dc3b4-c9a4-4276-95ab-6b1603ccc926
7036b275-43d9-490a-b83d-535f49746a10,2025-04-01,2025-04-01 02:47:31.000+0000,f6caaefb-d1e8-405d-a263-c341401a8db4
baf8ad1c-280d-4c55-9b11-839b94058999,2025-03-29,2025-03-29 13:28:13.000+0000,69d42471-3045-4e7a-a147-163b752805e9
c59e71cd-a270-4a8b-b79e-7176122b9ced,2025-04-11,2025-04-11 11:57:58.000+0000,06ff0831-9179-40ea-a367-eeb2582b73e1
fa6d9e9d-c992-4415-891a-5d2a52a1d09b,2025-04-19,2025-04-19 21:52:02.000+0000,d30b7484-3253-47b6-9e99-0689b3138ed3
fa6d9e9d-c992-4415-891a-5d2a52a1d09b,2025-04-19,2025-04-19 07:42:01.000+0000,4b4cef53-d7e7-431d-8443-437af44e8a23
3fe357b3-9b47-4f1d-9a20-b7bcd2083310,2025-04-19,2025-04-19 17:58:27.000+0000,d145276c-3674-4faa-876e-35e76f0b801e
c71cf3b3-45b4-4b6d-ad35-747a9eded3e8,2025-03-27,2025-03-27 21:55:41.000+0000,86f892c7-85b7-4975-a48a-fc0a8faf518a
c59e71cd-a270-4a8b-b79e-7176122b9ced,2025-04-05,2025-04-05 20:28:03.000+0000,dbab04e2-4fbb-47c9-a6a7-e6cda85adbcc
d69ad319-f035-4216-840e-4bb082340673,2025-04-03,2025-04-03 04:25:46.000+0000,c9dcd5d4-ad7a-4608-b75f-29fb6a0b8222
89506577-1d65-4d3d-8804-6974018ce3c7,2025-04-17,2025-04-17 22:12:01.000+0000,0fb52759-b8b1-455f-a370-dc84b57b01b8
c03dcfa7-04e5-4eb7-8f6a-766957d1568c,2025-03-27,2025-03-27 19:30:52.000+0000,8ecff57a-ec5d-4f35-b7b9-74765bb78074
